,Region,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Cost,Total Revenue,Total Cost,Total Profit,year
1395,Middle East and North Africa,Cereal,Offline,H,25-04-2011,912313544,15-05-2011,2706,117.11,556624.2,316899.66,239724.54,2011
1396,Middle East and North Africa,Beverages,Online,L,16-02-2011,481533181,07-04-2011,5224,31.79,247878.8,166070.96,81807.84,2011
1397,Sub-Saharan Africa,Personal Care,Online,L,16-02-2012,767899119,07-03-2012,7269,56.67,594095.37,411934.23,182161.14,2012
1398,Europe,Clothes,Online,M,23-03-2012,263647687,30-03-2012,8064,35.84,881233.92,289013.76,592220.16,2012
1399,Sub-Saharan Africa,Beverages,Online,L,13-03-2014,231327712,08-04-2014,3865,31.79,183394.25,122868.35,60525.9,2014
1400,Europe,Personal Care,Offline,H,19-04-2014,653800523,23-04-2014,2958,56.67,241757.34,167629.86,74127.48,2014
1401,Europe,Cosmetics,Online,L,24-08-2013,684239947,31-08-2013,661,263.33,288989.2,174061.13,114928.07,2013
1402,Sub-Saharan Africa,Cereal,Offline,M,03-06-2014,896132314,19-06-2014,4321,117.11,888829.7,506032.31,382797.39,2014
1403,Europe,Personal Care,Online,H,27-01-2016,133276450,15-03-2016,8318,56.67,679830.14,471381.06,208449.08,2016
1404,Asia,Clothes,Offline,H,22-07-2011,459783685,23-08-2011,9065,35.84,990623.2,324889.6,665733.6,2011
1405,Sub-Saharan Africa,Clothes,Online,M,23-10-2013,410077846,02-12-2013,2,35.84,218.56,71.68,146.88,2013
1406,Europe,Personal Care,Offline,L,17-02-2014,838895261,19-02-2014,6605,56.67,539826.65,374305.35,165521.3,2014
1407,Central America and the Caribbean,Vegetables,Online,M,27-03-2016,871284759,08-05-2016,1377,90.93,212140.62,125210.61,86930.01,2016
1408,Middle East and North Africa,Household,Offline,C,01-05-2017,152607667,11-06-2017,8855,502.54,5917530.85,4449991.7,1467539.15,2017
1409,Europe,Meat,Online,C,26-11-2011,198537814,19-12-2011,606,364.69,255665.34,221002.14,34663.2,2011
1410,Australia and Oceania,Meat,Offline,C,26-08-2010,345061528,19-09-2010,229,364.69,96612.81,83514.01,13098.8,2010
1411,Central America and the Caribbean,Vegetables,Offline,M,22-12-2013,898477637,07-01-2014,8354,90.93,1287017.24,759629.22,527388.02,2013
1412,Europe,Meat,Online,M,10-10-2015,885397469,18-11-2015,7642,364.69,3224083.38,2786960.98,437122.4,2015
1413,Europe,Personal Care,Offline,H,16-10-2014,302744853,02-11-2014,7785,56.67,636268.05,441175.95,195092.1,2014
1414,Sub-Saharan Africa,Beverages,Online,L,03-11-2010,567756116,12-12-2010,506,31.79,24009.7,16085.74,7923.96,2010
1415,Sub-Saharan Africa,Beverages,Online,M,26-02-2016,467980086,28-03-2016,4562,31.79,216466.9,145025.98,71440.92,2016
1416,Middle East and North Africa,Personal Care,Online,L,29-09-2013,211278092,03-11-2013,737,56.67,60235.01,41765.79,18469.22,2013
1417,Europe,Office Supplies,Online,L,11-03-2014,975823962,08-04-2014,6850,524.96,4460788.5,3595976,864812.5,2014
1418,Europe,Cosmetics,Offline,M,27-12-2013,860104024,30-12-2013,2749,263.33,1201862.8,723894.17,477968.63,2013
1419,Sub-Saharan Africa,Cosmetics,Online,M,28-06-2014,732917106,09-08-2014,5313,263.33,2322843.6,1399072.29,923771.31,2014
1420,Sub-Saharan Africa,Cereal,Online,L,14-07-2010,183374536,18-08-2010,3455,117.11,710693.5,404615.05,306078.45,2010
1421,Sub-Saharan Africa,Baby Food,Offline,C,18-12-2016,670900142,02-01-2017,3116,159.42,795452.48,496752.72,298699.76,2016
1422,Australia and Oceania,Meat,Online,L,25-10-2011,575230252,22-11-2011,2269,364.69,957268.41,827481.61,129786.8,2011
1423,Central America and the Caribbean,Office Supplies,Offline,H,05-11-2015,146413695,11-11-2015,5921,524.96,3855814.41,3108288.16,747526.25,2015
1424,Sub-Saharan Africa,Fruits,Offline,L,02-01-2013,154811799,19-02-2013,1106,6.92,10318.98,7653.52,2665.46,2013
1425,Sub-Saharan Africa,Household,Online,C,30-10-2014,541098392,04-12-2014,1893,502.54,1265035.11,951308.22,313726.89,2014
1426,Asia,Baby Food,Online,M,07-03-2011,866259801,25-03-2011,4380,159.42,1118126.4,698259.6,419866.8,2011
1427,Asia,Clothes,Offline,C,08-12-2011,761594855,11-01-2012,1697,35.84,185448.16,60820.48,124627.68,2011
1428,Europe,Cosmetics,Offline,M,16-11-2012,378714883,16-12-2012,9005,263.33,3936986,2371286.65,1565699.35,2012
1429,Middle East and North Africa,Personal Care,Online,H,24-08-2014,839543712,10-10-2014,8496,56.67,694378.08,481468.32,212909.76,2014
1430,Asia,Beverages,Online,M,18-05-2011,186317670,21-06-2011,4394,31.79,208495.3,139685.26,68810.04,2011
1431,Europe,Personal Care,Offline,C,13-03-2017,131585586,13-04-2017,7954,56.67,650080.42,450753.18,199327.24,2017
1432,Middle East and North Africa,Fruits,Offline,C,03-01-2017,208208787,14-02-2017,2462,6.92,22970.46,17037.04,5933.42,2017
1433,Asia,Baby Food,Offline,M,17-09-2015,919361102,23-09-2015,8235,159.42,2102230.8,1312823.7,789407.1,2015
1434,Europe,Personal Care,Online,L,11-09-2011,588528859,12-10-2011,7623,56.67,623027.79,431995.41,191032.38,2011
1435,Australia and Oceania,Beverages,Offline,L,11-10-2015,309510886,17-10-2015,4,31.79,189.8,127.16,62.64,2015
1436,Europe,Meat,Online,L,12-02-2017,796418511,23-03-2017,6791,364.69,2865054.99,2476609.79,388445.2,2017
1437,Australia and Oceania,Cosmetics,Offline,L,22-04-2017,133675563,16-05-2017,6424,263.33,2808572.8,1691631.92,1116940.88,2017
1438,Europe,Cosmetics,Online,M,03-06-2011,526018369,21-06-2011,9379,263.33,4100498.8,2469772.07,1630726.73,2011
1439,Middle East and North Africa,Cosmetics,Online,L,14-07-2014,648495757,31-07-2014,3160,263.33,1381552,832122.8,549429.2,2014
1440,Central America and the Caribbean,Vegetables,Offline,H,30-06-2012,596469056,30-07-2012,7303,90.93,1125100.18,664061.79,461038.39,2012
1441,Middle East and North Africa,Fruits,Online,H,26-02-2011,535612094,03-03-2011,8376,6.92,78148.08,57961.92,20186.16,2011
1442,North America,Snacks,Offline,L,02-06-2017,251911199,04-06-2017,4977,97.44,759390.66,484958.88,274431.78,2017
1443,Central America and the Caribbean,Office Supplies,Offline,L,05-10-2012,501665198,26-10-2012,2735,524.96,1781059.35,1435765.6,345293.75,2012
1444,Asia,Beverages,Offline,L,03-01-2010,761485421,26-01-2010,9313,31.79,441901.85,296060.27,145841.58,2010
1445,Middle East and North Africa,Meat,Offline,L,10-09-2011,578295695,19-09-2011,9402,364.69,3966609.78,3428815.38,537794.4,2011
1446,Middle East and North Africa,Snacks,Offline,M,02-11-2013,919332349,15-12-2013,9726,97.44,1483993.08,947701.44,536291.64,2013
1447,Europe,Beverages,Offline,C,27-04-2017,122144210,24-05-2017,4041,31.79,191745.45,128463.39,63282.06,2017
1448,Europe,Office Supplies,Offline,H,06-07-2016,644592607,31-07-2016,8131,524.96,5294988.51,4268449.76,1026538.75,2016
1449,North America,Cereal,Offline,H,19-08-2010,514851367,02-10-2010,4815,117.11,990445.5,563884.65,426560.85,2010
1450,Sub-Saharan Africa,Vegetables,Offline,C,09-02-2015,981406819,28-03-2015,8942,90.93,1377604.52,813096.06,564508.46,2015
1451,Middle East and North Africa,Beverages,Offline,M,11-05-2012,663057792,22-06-2012,2390,31.79,113405.5,75978.1,37427.4,2012
1452,Central America and the Caribbean,Cereal,Online,C,27-02-2016,498915612,13-04-2016,9072,117.11,1866110.4,1062421.92,803688.48,2016
1453,Europe,Fruits,Online,H,03-11-2014,598404109,18-11-2014,9929,6.92,92637.57,68708.68,23928.89,2014
1454,Sub-Saharan Africa,Household,Offline,L,12-12-2012,691259610,03-01-2013,7935,502.54,5302722.45,3987654.9,1315067.55,2012
1455,Europe,Personal Care,Online,C,22-04-2012,577530944,15-05-2012,3095,56.67,252954.35,175393.65,77560.7,2012
1456,North America,Cereal,Offline,M,21-10-2015,577579438,30-11-2015,7446,117.11,1531642.2,872001.06,659641.14,2015
1457,Europe,Fruits,Offline,H,12-01-2016,182078921,14-02-2016,54,6.92,503.82,373.68,130.14,2016
1458,Europe,Baby Food,Online,H,22-03-2014,302015721,17-04-2014,2018,159.42,515155.04,321709.56,193445.48,2014
1459,Middle East and North Africa,Fruits,Online,L,16-06-2016,118688666,15-07-2016,1469,6.92,13705.77,10165.48,3540.29,2016
1460,Europe,Clothes,Offline,M,28-09-2014,233709084,16-10-2014,8566,35.84,936092.48,307005.44,629087.04,2014
1461,Sub-Saharan Africa,Vegetables,Online,M,01-07-2013,419000804,05-07-2013,504,90.93,77646.24,45828.72,31817.52,2013
1462,Europe,Meat,Offline,M,25-08-2010,966800153,10-09-2010,6505,364.69,2744394.45,2372308.45,372086,2010
1463,Asia,Baby Food,Online,L,12-07-2016,439655959,30-07-2016,2823,159.42,720655.44,450042.66,270612.78,2016
1464,Central America and the Caribbean,Cosmetics,Offline,H,05-04-2012,620429551,11-05-2012,7746,263.33,3386551.2,2039754.18,1346797.02,2012
1465,Sub-Saharan Africa,Personal Care,Online,H,07-02-2014,662294757,17-03-2014,6591,56.67,538682.43,373511.97,165170.46,2014
1466,Sub-Saharan Africa,Office Supplies,Offline,H,28-08-2016,238737905,30-08-2016,6706,524.96,4367014.26,3520381.76,846632.5,2016
1467,Central America and the Caribbean,Cereal,Offline,H,23-10-2011,893557822,09-12-2011,2471,117.11,508284.7,289378.81,218905.89,2011
1468,Central America and the Caribbean,Household,Offline,M,24-03-2015,190865838,27-03-2015,298,502.54,199144.46,149756.92,49387.54,2015
1469,Middle East and North Africa,Vegetables,Online,C,18-02-2017,265085780,30-03-2017,3628,90.93,558929.68,329894.04,229035.64,2017
1470,Asia,Baby Food,Offline,L,26-05-2016,170953977,05-07-2016,7936,159.42,2025902.08,1265157.12,760744.96,2016
1471,Asia,Clothes,Offline,C,26-09-2016,833519256,20-10-2016,5725,35.84,625628,205184,420444,2016
1472,Sub-Saharan Africa,Office Supplies,Offline,L,10-05-2015,998142945,06-06-2015,1533,524.96,998304.93,804763.68,193541.25,2015
1473,Europe,Clothes,Online,H,24-04-2014,380498874,13-05-2014,6927,35.84,756982.56,248263.68,508718.88,2014
1474,Sub-Saharan Africa,Meat,Offline,C,25-09-2016,116573369,03-11-2016,5505,364.69,2322504.45,2007618.45,314886,2016
1475,Sub-Saharan Africa,Fruits,Offline,C,15-06-2015,512665259,22-06-2015,7898,6.92,73688.34,54654.16,19034.18,2015
1476,Europe,Personal Care,Offline,M,07-12-2011,595385873,21-12-2011,6765,56.67,552903.45,383372.55,169530.9,2011
1477,Europe,Cereal,Online,L,30-06-2012,361659038,03-08-2012,1801,117.11,370465.7,210915.11,159550.59,2012
1478,Europe,Baby Food,Online,L,14-12-2016,328721082,18-12-2016,4728,159.42,1206963.84,753737.76,453226.08,2016
1479,Europe,Clothes,Offline,H,27-10-2014,184120833,31-10-2014,4301,35.84,470013.28,154147.84,315865.44,2014
1480,Asia,Meat,Online,H,29-10-2011,135719621,22-11-2011,1307,364.69,551410.23,476649.83,74760.4,2011
1481,Australia and Oceania,Personal Care,Offline,C,23-12-2010,461691272,02-02-2011,3562,56.67,291122.26,201858.54,89263.72,2010
1482,Asia,Snacks,Offline,M,06-05-2016,160522115,22-06-2016,916,97.44,139763.28,89255.04,50508.24,2016
1483,Asia,Meat,Online,H,17-02-2014,101010978,12-03-2014,248,364.69,104628.72,90443.12,14185.6,2014
1484,Middle East and North Africa,Vegetables,Online,M,29-04-2014,772269189,12-05-2014,469,90.93,72254.14,42646.17,29607.97,2014
1485,Europe,Vegetables,Offline,H,14-08-2016,933720576,01-10-2016,7523,90.93,1158993.38,684066.39,474926.99,2016
1486,Europe,Cosmetics,Online,H,14-03-2014,765101468,06-04-2014,9382,263.33,4101810.4,2470562.06,1631248.34,2014
1487,Europe,Household,Offline,M,03-09-2012,516460692,24-09-2012,1051,502.54,702351.77,528169.54,174182.23,2012
1488,Asia,Fruits,Online,L,23-02-2011,958159577,04-04-2011,9566,6.92,89250.78,66196.72,23054.06,2011
1489,Asia,Household,Offline,H,26-07-2013,230871951,08-08-2013,8996,502.54,6011756.92,4520849.84,1490907.08,2013
1490,Sub-Saharan Africa,Fruits,Online,M,20-05-2017,595584142,29-06-2017,5438,6.92,50736.54,37630.96,13105.58,2017
1491,Europe,Meat,Offline,H,25-04-2017,783594977,01-05-2017,2022,364.69,853061.58,737403.18,115658.4,2017
1492,Asia,Personal Care,Online,L,22-09-2016,946515786,04-10-2016,3910,56.67,319564.3,221579.7,97984.6,2016
1493,Europe,Snacks,Online,L,03-04-2016,406270396,19-05-2016,3293,97.44,502445.94,320869.92,181576.02,2016
1494,Europe,Vegetables,Online,L,13-01-2010,805095136,20-01-2010,4396,90.93,677247.76,399728.28,277519.48,2010
1495,Asia,Fruits,Offline,M,12-03-2012,255538833,18-04-2012,8474,6.92,79062.42,58640.08,20422.34,2012
1496,Sub-Saharan Africa,Office Supplies,Online,C,17-03-2015,990462815,24-04-2015,8812,524.96,5738462.52,4625947.52,1112515,2015
1497,Australia and Oceania,Baby Food,Offline,M,26-05-2016,813040912,26-05-2016,5728,159.42,1462243.84,913157.76,549086.08,2016
1498,Sub-Saharan Africa,Personal Care,Online,C,03-03-2014,746759450,03-04-2014,1571,56.67,128397.83,89028.57,39369.26,2014
1499,Europe,Cereal,Online,M,01-10-2011,985417258,21-10-2011,5720,117.11,1176604,669869.2,506734.8,2011
1500,Europe,Cereal,Offline,M,15-06-2013,443125665,09-07-2013,9586,117.11,1971840.2,1122616.46,849223.74,2013
1501,Sub-Saharan Africa,Vegetables,Offline,C,18-04-2013,804308497,27-05-2013,1613,90.93,248498.78,146670.09,101828.69,2013
1502,Central America and the Caribbean,Cosmetics,Online,H,04-12-2013,673702085,24-12-2013,2273,263.33,993755.6,598549.09,395206.51,2013
1503,Asia,Fruits,Offline,L,09-04-2015,526355254,22-04-2015,9071,6.92,84632.43,62771.32,21861.11,2015
1504,Central America and the Caribbean,Clothes,Offline,L,03-10-2010,457629334,02-11-2010,1544,35.84,168728.32,55336.96,113391.36,2010
1505,Sub-Saharan Africa,Cereal,Offline,H,19-10-2013,633198153,03-11-2013,6260,117.11,1287682,733108.6,554573.4,2013
1506,Australia and Oceania,Office Supplies,Offline,H,02-03-2016,839048039,02-04-2016,1815,524.96,1181946.15,952802.4,229143.75,2016
1507,Europe,Beverages,Online,L,23-06-2014,931477820,19-07-2014,3841,31.79,182255.45,122105.39,60150.06,2014
1508,Europe,Personal Care,Offline,H,23-12-2013,387098824,04-01-2014,9999,56.67,817218.27,566643.33,250574.94,2013
1509,Sub-Saharan Africa,Meat,Online,L,16-03-2017,552834880,25-04-2017,4981,364.69,2101434.09,1816520.89,284913.2,2017
1510,Europe,Meat,Offline,M,12-08-2012,595922315,04-09-2012,5510,364.69,2324613.9,2009441.9,315172,2012
1511,Europe,Office Supplies,Online,M,23-03-2016,653909957,06-04-2016,5342,524.96,3478763.82,2804336.32,674427.5,2016
1512,Sub-Saharan Africa,Beverages,Online,M,31-10-2014,484659135,29-11-2014,263,31.79,12479.35,8360.77,4118.58,2014
1513,Sub-Saharan Africa,Snacks,Online,H,25-03-2015,816343677,13-04-2015,3090,97.44,471472.2,301089.6,170382.6,2015
1514,Asia,Personal Care,Online,M,16-02-2010,197449910,20-02-2010,8671,56.67,708680.83,491385.57,217295.26,2010
1515,Europe,Vegetables,Offline,M,01-06-2016,936664998,05-07-2016,8843,90.93,1362352.58,804093.99,558258.59,2016
1516,Central America and the Caribbean,Cereal,Online,M,13-02-2017,286968314,19-03-2017,9156,117.11,1883389.2,1072259.16,811130.04,2017
1517,Australia and Oceania,Baby Food,Online,M,02-09-2014,550853478,18-09-2014,8640,159.42,2205619.2,1377388.8,828230.4,2014
1518,Sub-Saharan Africa,Clothes,Offline,M,18-07-2012,937744319,26-08-2012,8238,35.84,900248.64,295249.92,604998.72,2012
1519,Central America and the Caribbean,Fruits,Offline,C,17-04-2015,277377164,07-05-2015,922,6.92,8602.26,6380.24,2222.02,2015
1520,Sub-Saharan Africa,Baby Food,Online,C,27-02-2017,169800841,19-03-2017,6697,159.42,1709610.16,1067635.74,641974.42,2017
1521,Sub-Saharan Africa,Beverages,Online,L,17-06-2013,935376679,27-06-2013,7600,31.79,360620,241604,119016,2013
1522,Central America and the Caribbean,Cosmetics,Offline,H,08-12-2011,264778506,27-01-2012,2699,263.33,1180002.8,710727.67,469275.13,2011
1523,Asia,Household,Offline,L,25-10-2013,868992650,05-11-2013,3091,502.54,2065622.57,1553351.14,512271.43,2013
1524,Middle East and North Africa,Vegetables,Offline,H,15-01-2010,129317939,22-01-2010,6907,90.93,1064092.42,628053.51,436038.91,2010
1525,Asia,Beverages,Online,H,30-04-2015,447365701,12-05-2015,4307,31.79,204367.15,136919.53,67447.62,2015
1526,Europe,Cosmetics,Offline,C,21-05-2011,695059764,29-06-2011,2485,263.33,1086442,654375.05,432066.95,2011
1527,Asia,Clothes,Offline,H,11-04-2011,264636456,24-04-2011,663,35.84,72452.64,23761.92,48690.72,2011
1528,Middle East and North Africa,Vegetables,Online,M,14-03-2010,418644607,15-03-2010,5097,90.93,785243.82,463470.21,321773.61,2010
1529,Middle East and North Africa,Cosmetics,Offline,L,27-12-2011,239945542,25-01-2012,4073,263.33,1780715.6,1072543.09,708172.51,2011
1530,Europe,Beverages,Online,H,08-03-2010,681713092,22-03-2010,2908,31.79,137984.6,92445.32,45539.28,2010
1531,Middle East and North Africa,Snacks,Offline,H,15-07-2014,517433583,20-08-2014,8951,97.44,1365743.58,872185.44,493558.14,2014
1532,Middle East and North Africa,Cosmetics,Offline,H,05-12-2016,390905845,15-12-2016,6581,263.33,2877213.2,1732974.73,1144238.47,2016
1533,Sub-Saharan Africa,Baby Food,Offline,L,23-04-2010,566241204,13-05-2010,2210,159.42,564168.8,352318.2,211850.6,2010
1534,Asia,Household,Online,M,14-03-2015,477863490,17-04-2015,9281,502.54,6202213.87,4664073.74,1538140.13,2015
1535,Sub-Saharan Africa,Baby Food,Offline,M,24-04-2015,980509030,29-05-2015,3266,159.42,833744.48,520665.72,313078.76,2015
1536,Sub-Saharan Africa,Cereal,Offline,C,15-05-2014,299226653,27-06-2014,6671,117.11,1372224.7,781240.81,590983.89,2014
1537,Sub-Saharan Africa,Personal Care,Offline,H,24-02-2017,779377686,08-04-2017,4032,56.67,329535.36,228493.44,101041.92,2017
1538,Sub-Saharan Africa,Personal Care,Offline,H,27-07-2010,336635959,02-08-2010,6916,56.67,565244.68,391929.72,173314.96,2010
1539,Middle East and North Africa,Meat,Online,L,23-11-2012,106987798,13-12-2012,8922,364.69,3764102.58,3253764.18,510338.4,2012
1540,Asia,Fruits,Offline,M,17-12-2016,396732032,23-12-2016,679,6.92,6335.07,4698.68,1636.39,2016
1541,Australia and Oceania,Cosmetics,Offline,L,28-08-2016,232479989,01-09-2016,4850,263.33,2120420,1277150.5,843269.5,2016
1542,Europe,Beverages,Offline,H,26-09-2010,511155498,04-11-2010,1126,31.79,53428.7,35795.54,17633.16,2010
1543,Australia and Oceania,Household,Online,H,24-02-2014,849994885,13-04-2014,1230,502.54,821972.1,618124.2,203847.9,2014
1544,Sub-Saharan Africa,Baby Food,Offline,C,01-06-2016,936546981,10-06-2016,3919,159.42,1000442.32,624766.98,375675.34,2016
1545,Central America and the Caribbean,Beverages,Online,C,11-09-2015,978673112,24-09-2015,9977,31.79,473408.65,317168.83,156239.82,2015
1546,Sub-Saharan Africa,Snacks,Offline,C,26-12-2014,354547107,02-02-2015,7223,97.44,1102085.34,703809.12,398276.22,2014
1547,Europe,Personal Care,Online,H,16-10-2010,762655293,11-11-2010,5504,56.67,449841.92,311911.68,137930.24,2010
1548,Australia and Oceania,Office Supplies,Offline,H,12-01-2012,371796500,19-01-2012,1701,524.96,1107708.21,892956.96,214751.25,2012
1549,Asia,Cereal,Offline,C,20-07-2013,571082055,15-08-2013,4726,117.11,972138.2,553461.86,418676.34,2013
1550,Europe,Personal Care,Offline,L,14-01-2015,119935786,27-01-2015,519,56.67,42417.87,29411.73,13006.14,2015
1551,Sub-Saharan Africa,Personal Care,Offline,H,03-04-2017,998094022,16-04-2017,7056,56.67,576686.88,399863.52,176823.36,2017
1552,Europe,Snacks,Online,M,31-08-2010,755605590,11-09-2010,9340,97.44,1425097.2,910089.6,515007.6,2010
1553,Sub-Saharan Africa,Beverages,Offline,C,31-01-2017,162831819,02-02-2017,4408,31.79,209159.6,140130.32,69029.28,2017
1554,Australia and Oceania,Office Supplies,Offline,H,07-03-2010,960446536,28-03-2010,6328,524.96,4120856.88,3321946.88,798910,2010
1555,Sub-Saharan Africa,Clothes,Offline,L,10-02-2010,909436070,27-02-2010,1198,35.84,130917.44,42936.32,87981.12,2010
1556,Asia,Office Supplies,Online,L,10-08-2011,541099250,06-09-2011,2147,524.96,1398147.87,1127089.12,271058.75,2011
1557,Europe,Meat,Online,M,13-06-2010,907047402,01-08-2010,4338,364.69,1830158.82,1582025.22,248133.6,2010
1558,Sub-Saharan Africa,Meat,Online,C,07-11-2014,429204356,28-11-2014,9962,364.69,4202868.18,3633041.78,569826.4,2014
1559,Sub-Saharan Africa,Office Supplies,Offline,L,17-05-2011,749806439,02-07-2011,3243,524.96,2111874.03,1702445.28,409428.75,2011
1560,Sub-Saharan Africa,Vegetables,Online,C,23-02-2014,881402480,07-03-2014,5435,90.93,837316.1,494204.55,343111.55,2014
1561,Asia,Fruits,Offline,H,24-08-2015,356853806,16-09-2015,9826,6.92,91676.58,67995.92,23680.66,2015
1562,Australia and Oceania,Cereal,Online,L,11-03-2013,579334247,30-03-2013,6733,117.11,1384978.1,788501.63,596476.47,2013
1563,Australia and Oceania,Clothes,Offline,C,03-10-2012,772330129,09-10-2012,8503,35.84,929207.84,304747.52,624460.32,2012
1564,Sub-Saharan Africa,Beverages,Offline,M,02-01-2010,229640281,28-01-2010,4517,31.79,214331.65,143595.43,70736.22,2010
1565,Middle East and North Africa,Fruits,Offline,L,26-10-2016,565376031,29-11-2016,6186,6.92,57715.38,42807.12,14908.26,2016
1566,Middle East and North Africa,Office Supplies,Offline,M,25-01-2012,763961207,19-02-2012,1953,524.96,1271813.13,1025246.88,246566.25,2012
1567,Sub-Saharan Africa,Beverages,Offline,L,19-07-2013,330132138,25-07-2013,2291,31.79,108707.95,72830.89,35877.06,2013
1568,Europe,Fruits,Offline,L,12-08-2013,638937652,06-09-2013,4705,6.92,43897.65,32558.6,11339.05,2013
1569,Middle East and North Africa,Clothes,Online,H,06-04-2013,885739076,14-05-2013,8730,35.84,954014.4,312883.2,641131.2,2013
1570,Sub-Saharan Africa,Household,Offline,H,08-10-2010,336210238,22-11-2010,936,502.54,625500.72,470377.44,155123.28,2010
1571,Sub-Saharan Africa,Fruits,Online,C,14-01-2013,576337468,18-01-2013,9919,6.92,92544.27,68639.48,23904.79,2013
1572,Middle East and North Africa,Household,Offline,H,10-09-2016,562419593,27-09-2016,1311,502.54,876101.97,658829.94,217272.03,2016
1573,Central America and the Caribbean,Beverages,Offline,L,03-11-2011,671067941,18-12-2011,2771,31.79,131483.95,88090.09,43393.86,2011
1574,Europe,Cereal,Offline,H,26-02-2016,449206340,03-04-2016,8993,117.11,1849860.1,1053170.23,796689.87,2016
1575,Europe,Beverages,Online,L,10-07-2010,864071118,18-07-2010,6700,31.79,317915,212993,104922,2010
1576,Europe,Office Supplies,Online,C,16-12-2010,253211104,27-12-2010,9648,524.96,6282874.08,5064814.08,1218060,2010
1577,Sub-Saharan Africa,Cereal,Offline,H,02-11-2011,174487626,12-11-2011,3621,117.11,744839.7,424055.31,320784.39,2011
1578,Asia,Beverages,Online,H,16-05-2012,456074512,25-05-2012,1438,31.79,68233.1,45714.02,22519.08,2012
1579,Australia and Oceania,Cosmetics,Online,C,09-11-2012,546458089,04-12-2012,7947,263.33,3474428.4,2092683.51,1381744.89,2012
1580,Central America and the Caribbean,Personal Care,Offline,L,05-11-2010,864437186,19-11-2010,5028,56.67,410938.44,284936.76,126001.68,2010
1581,Australia and Oceania,Office Supplies,Offline,L,18-07-2012,549123132,30-08-2012,6592,524.96,4292776.32,3460536.32,832240,2012
1582,Europe,Fruits,Online,M,10-11-2013,609939754,30-11-2013,3582,6.92,33420.06,24787.44,8632.62,2013
1583,Sub-Saharan Africa,Cosmetics,Online,C,06-10-2011,776623380,20-10-2011,8971,263.33,3922121.2,2362333.43,1559787.77,2011
1584,Asia,Office Supplies,Offline,L,25-08-2015,849222838,28-09-2015,2764,524.96,1799944.44,1450989.44,348955,2015
1585,Sub-Saharan Africa,Cosmetics,Offline,M,04-04-2013,248099458,05-04-2013,6998,263.33,3059525.6,1842783.34,1216742.26,2013
1586,Central America and the Caribbean,Office Supplies,Offline,C,01-05-2012,263927066,27-05-2012,739,524.96,481244.19,387945.44,93298.75,2012
1587,Europe,Cereal,Offline,M,06-02-2014,907691991,09-03-2014,5086,117.11,1046190.2,595621.46,450568.74,2014
1588,Europe,Fruits,Offline,C,28-01-2017,460693061,25-02-2017,8169,6.92,76216.77,56529.48,19687.29,2017
1589,Europe,Office Supplies,Offline,H,05-04-2013,424541604,17-05-2013,150,524.96,97681.5,78744,18937.5,2013
1590,Europe,Household,Online,L,25-08-2014,571161448,30-09-2014,8220,502.54,5493179.4,4130878.8,1362300.6,2014
1591,Middle East and North Africa,Vegetables,Online,M,04-08-2011,292788922,08-09-2011,1603,90.93,246958.18,145760.79,101197.39,2011
1592,Sub-Saharan Africa,Cosmetics,Online,L,05-06-2014,851972854,10-06-2014,6555,263.33,2865846,1726128.15,1139717.85,2014
1593,Central America and the Caribbean,Personal Care,Offline,C,05-11-2011,431574571,29-11-2011,1361,56.67,111234.53,77127.87,34106.66,2011
1594,Sub-Saharan Africa,Cereal,Offline,C,13-07-2012,884767901,20-07-2012,1338,117.11,275226.6,156693.18,118533.42,2012
1595,Europe,Beverages,Online,H,04-02-2011,985039174,10-03-2011,3836,31.79,182018.2,121946.44,60071.76,2011
1596,Central America and the Caribbean,Office Supplies,Offline,M,23-07-2014,476187217,15-08-2014,3234,524.96,2106013.14,1697720.64,408292.5,2014
1597,Europe,Clothes,Online,H,16-11-2015,522323358,20-11-2015,5944,35.84,649560.32,213032.96,436527.36,2015
1598,Sub-Saharan Africa,Baby Food,Online,H,04-11-2012,557871425,22-12-2012,5407,159.42,1380298.96,861983.94,518315.02,2012
1599,Sub-Saharan Africa,Cosmetics,Online,M,25-11-2011,537567746,30-12-2011,7097,263.33,3102808.4,1868853.01,1233955.39,2011
1600,Europe,Vegetables,Offline,M,05-10-2016,486461150,13-11-2016,3519,90.93,542137.14,319982.67,222154.47,2016
1601,Europe,Cosmetics,Online,M,24-01-2017,949912965,06-03-2017,9210,263.33,4026612,2425269.3,1601342.7,2017
1602,Asia,Personal Care,Offline,C,14-11-2014,743597018,29-11-2014,5737,56.67,468885.01,325115.79,143769.22,2014
1603,Europe,Fruits,Online,L,20-04-2013,103499639,06-06-2013,6698,6.92,62492.34,46350.16,16142.18,2013
1604,Central America and the Caribbean,Beverages,Offline,C,03-10-2012,235919654,13-10-2012,2723,31.79,129206.35,86564.17,42642.18,2012
1605,Asia,Baby Food,Online,C,17-09-2014,167468392,29-10-2014,6474,159.42,1652682.72,1032085.08,620597.64,2014
1606,Central America and the Caribbean,Cereal,Online,C,02-05-2010,795069682,19-05-2010,7642,117.11,1571959.4,894954.62,677004.78,2010
1607,Sub-Saharan Africa,Meat,Offline,L,01-08-2014,835959851,27-08-2014,7952,364.69,3354869.28,2900014.88,454854.4,2014
